"","CCNA2","CCNB1","BIRC5","TOP2A","PLK1","NDC80","CDCA8","MKI67","CDC6","CENPF","KRT17","RRM2","t","p"
"807",5.195015,6.3281507,5.3749166,4.986587,5.101154,4.75824,4.72296,5.6845846,2.4426684,5.7328205,5.0138016,5.1109467,0.024,"G1"
"808",4.787915,5.0769334,4.46831,5.4130864,4.199953,4.1098228,3.6990752,5.0297346,3.9805517,4.46831,1.4549246,4.945754,0.920999999999999,"G2M"
"809",4.494295,4.79442,4.393084,5.2822266,4.09004,4.103065,4.4217186,4.5861974,4.128617,4.4403625,5.3058243,4.9501653,0.938,"G2M"
"810",5.1299458,6.3238206,5.703335,6.26337,5.8018665,5.4235134,5.636427,6.12178,4.0812693,6.1611505,2.9599962,5.4476805,0.905999999999999,"G2M"
"811",5.511297,6.9072824,5.522182,5.7673774,5.712228,5.264255,5.063177,6.0528626,3.6614761,5.8895097,2.6129763,4.781393,0.006,"G1"
"812",5.28244,6.087745,5.257038,5.91035,5.586484,5.2698197,4.5165434,5.652137,3.4217942,5.1626773,5.6108594,4.8237805,0.76,"G2M"
"813",0.57786727,5.7881513,5.1936865,3.288913,2.7133825,3.9632368,0,4.6086006,3.6313818,4.8375297,1.5915115,3.710981,0.129,"G1"
"814",4.1614623,4.94945,4.688637,5.032035,3.292645,4.2690477,3.578559,4.8656864,4.6960588,4.3558373,2.74577,5.1277122,0.403999999999999,"S-ph"
"815",4.5607567,4.6659966,4.902157,5.718439,3.6645677,4.915218,3.1014972,5.7126107,4.714735,5.415266,5.285175,5.901182,0.455,"S-ph"
"816",5.0224056,5.9398365,5.128635,5.7789783,4.4459386,5.2614255,4.8744283,5.5784636,3.8082826,5.2329445,3.9811437,5.592965,0.968,"G2M"
"817",4.65335,6.4558687,5.7679906,5.142113,4.6756105,5.4886994,3.969687,5.478888,0,6.0768185,3.876263,4.780039,0.054,"G1"
"818",5.0189633,5.4531775,4.503822,5.307606,3.9126303,5.1041145,3.7405763,4.8728533,3.66251,5.0084515,3.175282,5.3346596,0.915,"G2M"
"819",5.1377134,6.602264,4.970651,5.4105034,5.1258082,5.0050206,3.7688792,5.4371724,4.050775,4.5510726,2.7799604,5.4758883,0.0819999999999999,"G1"
"820",5.091413,5.4748416,5.209244,5.737619,3.8506598,5.4382973,4.2413406,5.424241,3.873166,5.556631,4.3978333,5.953886,0.502,"S-ph"
"821",4.678931,5.6443844,4.8647404,5.6671624,4.5837936,4.6864657,4.648214,5.5850596,2.9819214,5.1473413,4.994159,4.5499578,0.92,"G2M"
"822",4.3049536,5.394524,4.656361,5.5162907,3.8188612,4.689664,3.6716056,5.0558195,4.105945,4.941665,1.8478682,4.90273,0.568,"S-ph"
"824",4.860186,6.403146,5.2724943,3.9898825,4.6565075,4.89501,3.3477578,4.8459096,2.749453,5.3183546,3.697073,3.697073,0.127,"G1"
"825",3.7734547,6.2299747,5.334247,5.2987046,4.367182,4.4229965,3.304761,4.343953,2.6150987,5.5941525,4.258122,4.5358152,0.1,"G1"
"826",4.439507,5.00769,4.3031034,5.0718102,1.7050722,4.9709005,4.439507,4.9261966,3.886067,4.80113,4.9456005,5.6157103,0.670999999999999,"S-ph"
"827",4.417717,4.981999,4.3085837,5.0267205,3.7809618,4.1416464,4.615145,5.234692,3.8234763,4.417717,5.0267205,4.484371,0.884,"G2M"
"828",5.312194,6.316137,5.126619,5.874733,5.1600394,5.3999705,5.0378284,5.870704,2.9757938,5.741603,3.5239122,4.9403796,0.984,"G2M"
"829",3.9310324,5.0028687,4.710565,4.0966053,2.0964313,4.146218,3.3509119,4.4380026,4.831422,3.825629,3.9108217,4.7899156,0.28,"S-ph"
"831",3.987437,4.6999874,4.6712675,5.1957374,3.773697,4.911811,4.455294,4.9566064,4.1794496,4.641698,3.1708083,4.600861,0.675999999999999,"S-ph"
"832",2.4074278,4.8179235,4.5521436,4.166966,2.7367172,3.9966223,1.6735142,3.651546,4.680538,4.0974817,4.0228066,4.4048014,0.196,"G1"
"833",2.8103702,4.056741,4.4564214,3.6352336,1.3452861,4.4564214,1.3452861,4.6639442,4.081012,4.315104,2.514234,4.4057384,0.321,"S-ph"
"834",4.5519657,5.1070514,4.759227,5.4923434,4.3229117,4.930818,4.534759,4.4812875,3.7435532,4.88908,3.9025154,5.102143,0.924,"G2M"
"835",4.960456,6.2151113,4.8408637,5.684505,5.062426,4.98694,4.8408637,5.397088,2.4613078,5.46091,0,5.057567,0.821,"G2M"
"836",5.3534107,4.3757906,5.0812035,5.640786,3.8324614,5.222554,3.0084198,5.384464,4.894594,5.019529,3.4217722,5.9387016,0.457999999999999,"S-ph"
"837",5.219436,6.297288,4.9738,6.0102196,4.9455614,5.485571,4.6853294,5.485571,3.652503,5.790154,4.6853294,5.4044824,0.816,"G2M"
"838",4.415256,5.432657,4.795988,5.8606415,3.9576755,5.019869,3.8249,5.061954,3.9713964,4.688889,3.2698064,5.8523664,0.893,"G2M"
"839",5.6512527,6.644071,5.315585,6.156455,5.4267354,5.268299,4.961612,5.7858453,3.5603194,5.570001,0.9964768,5.0746183,0.790999999999999,"G2M"
"840",4.2178693,5.9082785,4.8084507,3.4398243,2.0183272,4.5344887,0.59647965,3.8433173,4.3835807,3.770856,0,4.352563,0.168,"G1"
"841",4.939536,4.514903,4.559879,5.352615,2.8799162,4.758645,2.7543728,4.9979677,4.68381,5.202563,3.5445921,4.939536,0.613,"S-ph"
"842",4.5037975,4.882369,4.1833725,5.5092273,3.6417735,4.649337,3.974062,5.419323,4.6408353,4.4432526,5.065662,5.761234,0.647,"S-ph"
"843",4.937078,4.535194,4.585951,5.0976477,4.301661,4.8648596,3.4829721,4.508816,4.585951,5.0521245,6.221532,4.9195065,0.396,"S-ph"
"844",5.101396,6.058656,5.013166,5.9197435,4.8846264,5.362855,4.9916496,5.449058,3.6740706,5.075068,4.033958,5.724115,0.89,"G2M"
"845",5.1119432,5.0308747,4.6336102,5.5733523,3.9353893,4.640973,3.8741288,4.8518414,4.1605654,4.572669,3.37185,5.4953084,0.857,"G2M"
"846",5.3499923,6.024885,5.5049605,5.615286,4.9726915,4.5857935,4.7124023,5.7146397,4.4915023,4.5397587,2.0306656,5.7503695,0.809,"G2M"
"847",4.3234024,5.304918,4.810711,5.0711946,3.7602658,3.660974,3.5507255,4.6167254,3.8213744,5.228085,1.8585101,4.2868614,0.871,"G2M"
"848",4.506278,4.4457316,4.506278,4.414026,2.375527,4.6173725,4.4865007,4.1303706,4.7093897,4.7408566,5.4335103,5.9347954,0.425,"S-ph"
"850",3.9981468,5.81438,4.6719155,5.318465,4.3771133,4.778383,4.056511,5.65583,3.5509117,5.252112,5.503533,4.702094,0.930999999999999,"G2M"
"851",3.6314566,2.2969208,4.0713487,2.6332126,0,2.9897523,3.5202506,1.3815763,4.448125,3.9058535,4.5989375,4.608887,0.163999999999999,"G1"
"852",3.8861194,5.5510306,4.5842957,4.0016193,3.0854878,4.176319,3.2132893,3.0854878,4.6142964,4.4369,2.8567145,4.521452,0.26,"G1"
"853",4.199545,6.391467,4.7854905,5.0771236,4.7014327,4.2281036,3.7943382,5.1854696,1.3601011,5.563475,2.5326128,3.972903,0.026,"G1"
"855",5.207692,5.666293,4.9232054,5.9504952,4.4388165,4.6894846,4.28515,5.051701,4.5076156,5.356922,1.8368572,5.2793427,0.865,"G2M"
"856",1.9262208,5.482417,4.9399986,2.7510335,2.9738865,3.8061385,2.9226544,3.6911306,3.947722,3.3100266,3.8692863,4.730782,0.162,"G1"
"857",3.5601926,6.2616124,4.774107,4.412583,3.9644833,4.7814794,2.4435496,5.451813,0,5.3021245,4.464332,4.9745874,0.105,"G1"
"858",4.2557573,4.420627,4.599128,4.6776967,3.661371,4.042512,3.302451,4.376229,4.4314256,4.8329167,3.613865,5.5111895,0.487,"S-ph"
"859",4.6157694,4.932414,4.8428082,5.2218637,4.294896,4.8886147,3.704505,5.3613863,3.797575,5.120659,4.5959687,4.769907,0.957,"G2M"
"860",4.7321725,6.304888,5.26344,4.37236,4.9039044,4.862331,3.8200185,5.348538,4.3980117,5.2418923,1.4886609,4.688945,0.143,"G1"
"861",4.2190695,6.131281,4.591729,4.039686,4.239389,5.040022,3.7247574,4.1107783,4.239389,4.9747105,3.8209338,4.259303,0.149,"G1"
"862",5.038938,5.0261188,4.834748,5.7817264,3.8541474,4.834748,3.953204,5.573633,4.157238,5.0065765,3.7206683,5.8174424,0.768,"G2M"
"863",5.090521,6.013291,4.716308,5.9692955,5.051546,4.770392,4.2083564,5.187587,3.7225225,5.3524446,5.502408,4.6393223,0.78,"G2M"
"864",5.875675,6.5920053,5.2281437,6.2084146,5.5256124,5.3589053,5.474529,5.438963,3.44084,5.836918,5.402086,4.1511974,0.773,"G2M"
"865",4.4836063,5.550064,5.2184553,3.7528226,3.4306364,3.4974692,0,4.737766,4.4955916,3.4974692,2.361752,4.9170647,0.356,"S-ph"
"866",4.50508,5.147482,4.8770027,5.3878107,3.7078712,5.100137,4.494031,5.355476,4.5375133,5.225296,2.7025971,6.1762533,0.729,"G2M"
"867",4.7180624,5.1729555,4.2103634,5.6674066,3.9182358,4.8525944,4.167225,4.9444966,3.9732406,4.6478915,3.4748785,5.4443073,0.897,"G2M"
"869",5.29833,6.733998,5.41629,5.668568,5.2648277,5.7174106,4.9833922,5.9027905,3.7022133,6.127547,2.7406383,4.162923,0.05,"G1"
"870",4.220342,5.0433106,5.1448135,5.564323,2.9977708,5.364856,4.2081037,5.1826954,4.703002,4.6954665,4.3020606,6.0059204,0.585,"S-ph"
"871",4.5758233,5.1027484,4.849268,5.249764,3.1550891,4.798757,3.6794052,5.0580764,3.9200165,4.9432254,3.3302796,5.576608,0.875,"G2M"
"872",4.074156,4.9944806,4.5867248,5.667002,3.5651686,4.4098387,3.718663,4.6120014,5.101999,4.5952215,3.1968513,5.7067585,0.672999999999999,"S-ph"
"873",4.485911,3.230413,4.5866027,4.8935037,2.2637472,3.8382902,2.8596022,4.468097,5.141843,4.103468,4.12902,5.065716,0.37,"S-ph"
"874",3.4742057,6.0253654,5.256246,2.9434652,3.0959723,4.151738,1.9816133,4.5843935,1.591075,3.9774532,3.5215192,3.9774532,0.171,"G1"
"875",5.6424274,6.8229117,5.5752335,5.520825,5.4779835,5.3372064,5.2631454,5.5652547,3.8373551,5.8048787,2.7627373,5.15836,0.027,"G1"
"877",4.7011733,4.9572854,4.228936,5.634905,3.4208148,4.2652235,4.2532735,5.085464,4.4687357,5.095871,4.863866,5.94853,0.526,"S-ph"
"878",4.629883,5.7057633,4.771149,5.484131,3.7552948,4.988421,4.4071817,5.203473,4.1464777,4.6690354,3.792878,5.9782014,0.525,"S-ph"
"879",4.494004,5.633601,4.8675146,5.494228,3.9242358,4.848247,3.2821922,5.042164,4.952823,4.9351454,2.030153,4.9586473,0.91,"G2M"
"880",4.7196875,4.4326673,4.7866974,5.5233264,3.3929884,4.554253,4.1209555,5.2584333,4.404572,4.824849,2.1715136,5.8238897,0.553999999999999,"S-ph"
"881",5.359333,6.1594796,5.422616,5.93384,5.2237267,5.5636835,5.312122,5.174105,3.4412563,5.528617,3.9444757,4.6036463,0.770999999999999,"G2M"
"882",4.6295114,6.4319425,5.022211,5.1699414,4.657411,4.4987173,4.155926,5.065822,4.6200356,5.7372932,3.3342402,4.454771,0.08,"G1"
"885",4.8505125,5.5706644,5.0521975,5.8660645,4.0224004,5.319816,4.37984,5.268192,4.696176,5.3085723,5.934869,5.7566943,0.872,"G2M"
"886",5.178682,4.8902683,4.0598183,5.154913,3.4951518,4.9411855,3.9045472,5.1305647,4.6947374,5.113997,4.6154566,5.7302575,0.481,"S-ph"
"887",5.4752593,6.889612,5.46757,5.4714217,5.178721,5.2091656,4.6647778,5.840218,3.3473868,5.953235,2.624661,4.422269,0.075,"G1"
"888",4.334767,5.254798,4.8197,4.4315233,3.1886897,4.194793,3.3170545,3.8840494,4.243661,3.9919055,2.659525,4.9052925,0.377,"S-ph"
"889",5.4702272,6.0484424,5.262114,6.258381,4.8119884,5.631801,5.076196,4.8417797,2.4347157,5.485763,2.9365196,5.463945,0.888,"G2M"
"890",4.862316,5.314376,4.6006837,5.339318,4.1201525,4.7796063,3.9175313,5.44666,4.3433824,5.2410345,4.3299546,5.809985,0.662,"S-ph"
"891",4.7131023,4.9537287,4.5325747,5.4306097,2.9652493,4.7131023,3.838542,5.1538105,3.969379,5.0058146,2.0140967,5.4210825,0.667,"S-ph"
"892",5.077768,6.6470227,5.197687,5.36389,5.0051184,4.934156,4.808972,5.4376636,2.8536108,5.638352,0,3.9130416,0.027,"G1"
"893",4.224678,4.440059,4.3273706,4.2366233,3.933857,4.5056763,3.4723434,4.835079,4.2484274,4.9635253,2.024322,5.3987403,0.373,"S-ph"
"895",4.5021253,5.163477,4.9575653,5.3865395,3.8401742,5.377995,4.1762123,5.804579,5.264534,5.468192,2.9261613,5.764582,0.437999999999999,"S-ph"
"896",4.9235806,5.1668053,4.5710497,4.894168,3.633984,4.5289397,3.8465266,4.9799323,3.3976212,4.1552415,3.633984,5.3576097,0.66,"S-ph"
"897",4.783669,5.6408706,4.4693356,5.5193157,4.3296623,5.2990713,4.4801397,5.1995134,3.7767797,5.2505307,2.9454072,5.059271,0.828,"G2M"
"898",4.8066163,5.226956,5.0561123,5.3677874,4.121611,4.674252,4.221823,5.2499557,4.674252,4.704128,4.268399,5.6890984,0.739,"G2M"
"899",4.1176696,3.9759436,4.228727,4.132245,2.846719,2.469858,2.946259,3.4261212,4.64244,4.1466117,1.8579192,4.8877344,0.376,"S-ph"
"900",5.3575583,6.655859,5.3664846,5.1761785,5.325672,5.0803585,5.2437186,5.0256505,2.9484415,5.75243,3.04352,4.5150375,0.074,"G1"
"901",4.649496,6.1838064,5.028545,4.769482,4.0673847,4.183264,2.324899,5.015029,4.0673847,5.0418806,3.9160838,4.314887,0.158,"G1"
"902",5.093387,5.175672,5.113366,5.7910233,4.111014,5.7154107,4.011946,5.6277137,5.1663356,6.130564,6.4801235,6.0388627,0.44,"S-ph"
"903",5.2763395,5.3834486,4.7228,6.0516453,4.6908307,5.4875364,4.4536405,5.476492,4.82016,5.3670635,4.0068207,5.8466287,0.91,"G2M"
"904",4.0689607,4.811025,4.575875,5.5546846,3.0724912,4.858762,3.5886228,5.4044914,4.483358,4.878543,4.8520803,6.0148883,0.624,"S-ph"
"905",5.071098,6.118073,5.020395,5.982623,5.0409856,4.832094,5.0460677,5.418431,2.8187644,5.561406,3.9849584,4.856899,0.903,"G2M"
"906",4.8385973,6.5800605,5.272302,4.535562,5.102227,5.503941,4.469922,5.070841,3.4757795,5.8883,3.807141,4.5624256,0.067,"G1"
"907",4.3169584,4.8822694,4.406189,5.411112,3.29532,4.9339414,3.4959872,4.510329,4.604639,4.406189,3.9884574,5.860251,0.531,"S-ph"
"908",3.7939885,5.919316,5.0240736,3.9762619,4.2213316,4.669288,3.2456343,4.6505985,5.2182145,4.95694,4.9143844,5.5204773,0.153,"G1"
"911",4.550673,6.0607047,4.6565733,3.785779,4.245073,4.71917,3.2843213,5.7512374,4.691832,4.684879,4.550673,4.7055945,0.218999999999999,"G1"
"912",5.295259,5.618591,5.040006,5.7812448,4.7300024,5.600309,4.345254,5.7889132,4.260889,5.175755,4.1878657,6.12887,0.702,"G2M"
"913",4.0632105,5.445072,4.6395245,4.028733,2.9306355,2.9818902,2.8766112,4.8981867,4.6490016,4.1445365,3.0306454,4.6202955,0.369,"S-ph"
"914",4.941464,3.9262145,4.8124022,4.674776,3.006075,4.354549,4.0318313,4.339926,3.41368,4.642648,2.5973911,4.8306036,0.435,"S-ph"
"915",5.509453,6.4049926,5.171581,6.0858746,5.051861,5.457843,5.2528133,4.7794423,2.392429,5.605309,3.505711,4.8596416,0.805,"G2M"
"918",5.1072607,5.761523,4.9745936,5.5970798,4.7924204,5.0286217,4.632233,5.0168653,2.8370132,5.4201193,1.6978923,4.863818,0.93,"G2M"
"919",3.7385142,5.713104,4.621074,4.3873067,3.037636,4.621074,3.037636,4.8317494,4.8831716,4.6340184,0,4.511006,0.157,"G1"
"920",4.675865,4.0637164,4.755191,5.2400546,2.74077,5.2271647,4.4207726,5.408591,4.860384,4.80917,4.7892675,5.747902,0.417,"S-ph"
"921",5.3727536,5.8061028,4.8943157,5.53737,4.5662174,5.2790246,4.153397,5.4686584,3.7651038,5.4584455,3.5124328,5.0291657,0.883,"G2M"
"922",5.446278,6.504081,5.20658,6.0949397,5.230547,5.702982,5.0349994,5.557552,3.2325182,5.2186356,0,5.0772877,0.747,"G2M"
"923",4.4838123,4.865045,4.6842647,5.2446384,3.5282056,4.2834086,4.1795797,5.3260875,4.771194,4.8989196,4.8228207,5.490049,0.895,"G2M"
"924",4.5186577,5.697916,4.7606373,5.8418365,4.43584,5.3195553,4.43584,5.197419,3.705901,5.183889,1.4444995,5.630519,0.807999999999999,"G2M"
"925",4.1688337,4.1688337,4.7345867,4.8466706,3.0098748,5.013682,3.6533942,5.5434575,4.517855,4.6644053,2.6741073,5.1677985,0.456,"S-ph"
"926",3.949782,4.802352,4.7422404,4.963639,2.6409895,4.70006,3.5310507,4.877262,4.586099,3.20622,4.792581,5.344405,0.379,"S-ph"
"927",4.123277,5.947266,4.966721,4.749372,3.647838,4.28589,3.7444687,5.069754,4.728933,4.338103,3.8657584,4.596663,0.225,"G1"
"928",5.7387867,6.8162093,5.015844,6.067171,5.076605,5.662083,5.2322693,5.7813025,4.144283,5.4280252,4.320377,4.586566,0.677999999999999,"S-ph"
"929",5.173225,6.186297,4.539787,4.7926254,4.824796,4.553722,2.9987254,4.9533544,2.4992266,5.3687897,4.489424,3.6832926,0.133,"G1"
"930",5.589251,6.6645803,5.4188004,5.577994,5.2686987,5.7820883,5.0827737,5.5257077,3.859024,6.015638,3.6871808,5.0449147,0.035,"G1"
"931",4.9441094,6.483388,5.287388,4.738113,4.8115954,5.1252427,4.3061786,5.589115,4.625225,5.5693874,4.03845,4.2824097,0.118,"G1"
"932",4.7487307,5.0508237,4.962472,5.259904,3.589379,4.6272573,3.730822,4.8133235,4.6272573,4.6379633,0,5.64436,0.391,"S-ph"
"933",3.411722,5.054978,5.333006,4.525074,1.796057,3.411722,3.6770964,5.418265,4.935988,4.7071023,4.129514,5.3248825,0.23,"G1"
"934",3.9798937,5.914316,5.360198,4.0572577,4.5877705,4.4469066,3.8421285,4.3844914,4.405732,3.7037365,5.90027,4.4265313,0.299,"G1"
"935",5.0392466,5.0957513,4.945112,5.001552,3.1365457,4.352557,4.0480223,4.7179337,4.8017664,4.42349,2.7525644,5.839474,0.576,"S-ph"
"936",5.3756275,5.941604,4.52962,5.5249233,4.4830723,4.5956154,4.715822,5.574124,4.5409265,5.015353,2.1258526,5.919191,0.810999999999999,"G2M"
"938",5.3018055,6.248875,5.1683245,5.935174,5.2783937,5.311019,5.1360774,5.43991,2.9257283,5.636853,4.9505568,4.7470717,0.708,"G2M"
"939",5.210736,6.0568876,5.273205,4.8010845,5.088445,5.4028435,5.3360696,5.468999,3.3320925,5.5277,4.3094254,4.149941,0.076,"G1"
"940",5.2923636,6.800235,5.63728,5.359477,4.471474,4.8299766,4.608828,5.422368,2.6305091,5.511718,4.745692,4.5425076,0.0969999999999999,"G1"
"942",5.430386,6.343313,5.415691,6.279867,5.3267264,5.5823455,5.1208296,5.8969173,3.4593952,5.7224336,4.9357224,5.3104134,0.731,"G2M"
"943",5.1676946,4.8251977,4.9677143,5.434312,3.4040253,5.0755386,4.033235,5.1676946,4.223309,5.2082887,1.712811,5.666852,0.643,"S-ph"
"944",5.5288124,6.1525054,5.004113,6.1353827,5.0100436,4.8290553,4.505615,5.198135,3.0627675,5.6355343,3.1424015,4.9171715,0.792999999999999,"G2M"
"945",4.4146857,6.4182262,4.9638352,3.3399823,4.7871203,5.143816,3.4089942,5.206517,3.226619,5.228377,2.0865016,3.978205,0.205,"G1"
"946",2.3436325,5.101468,4.8409286,3.0879076,3.5406644,0.7161589,0.7161589,3.570557,4.15565,4.650231,3.599582,3.9157796,0.239,"G1"
"947",5.3801036,6.6099763,5.3919773,6.433494,5.143085,5.3394737,5.419147,5.5070653,3.4138532,5.7866864,2.0685616,4.730421,0.746,"G2M"
"948",4.3552575,5.266099,4.8261194,5.180386,3.6860082,4.760225,3.6636014,4.983169,4.037363,4.8745275,3.9729614,4.946158,0.79,"G2M"
"949",5.2136426,6.6899343,5.4260154,6.1378655,5.2682676,5.7709236,4.7275257,5.533528,3.5311286,5.9473486,3.392521,4.6943784,0.750999999999999,"G2M"
"950",5.058306,6.725049,5.4616504,4.9623237,5.3702507,5.253647,4.138469,5.3606343,3.877608,6.031868,0.70727,3.877608,0.054,"G1"
"951",4.2745986,4.952975,3.6542816,5.4625382,3.812911,4.6958427,3.7100012,4.705903,3.595273,4.2109876,4.5313654,5.1183395,0.83,"G2M"
"952",5.5374975,6.8648524,5.130553,6.2808185,5.1561112,5.3273168,4.9242773,5.626477,3.8017347,5.8284984,4.3904586,4.2755775,0.714,"G2M"
"953",4.7780113,4.857407,4.3920546,5.5370374,3.8894455,4.828367,4.0514073,5.3746443,4.965802,5.3100357,2.38161,5.7880135,0.657,"S-ph"
"954",4.8481555,4.605209,4.80406,5.1120267,2.4849427,4.890388,3.5263987,4.548639,5.176189,4.65875,4.283625,5.6971326,0.489,"S-ph"
"955",5.2069206,6.303864,5.4812336,4.636467,4.8276687,5.2647667,3.9938538,5.356022,3.577512,5.490246,2.8510063,5.1828113,0.124,"G1"
"956",5.153248,6.6796465,5.217013,4.4853134,4.9967656,5.2231717,3.7645395,5.344443,3.1197813,5.550165,1.1872472,5.027099,0.147,"G1"
"957",5.955474,6.735288,5.154794,5.154794,5.250724,5.409017,5.161067,5.394269,3.6103337,6.0342298,2.274395,4.6072993,0.102,"G1"
"958",5.8856673,6.827821,5.5851693,7.1653523,5.769937,6.254008,5.639039,6.4413524,3.1192272,6.529797,5.81492,6.1526337,0.775999999999999,"G2M"
"959",5.1113915,6.3598394,5.266599,6.192399,4.919484,5.468944,4.8608394,5.375463,3.2391613,5.781104,3.7162771,5.5370293,0.787999999999999,"G2M"
"960",4.5248365,5.6290555,5.1248603,5.4004073,4.5502048,4.9646325,4.2784414,5.1730313,3.0517778,5.14579,2.456952,5.1248603,0.834,"G2M"
"961",3.570869,5.1352024,4.1641355,5.7849393,3.570869,4.738292,3.7209928,5.3013506,2.6696646,5.5311294,5.0025115,5.2320304,0.684,"G2M"
"962",4.404449,4.486852,4.4735813,4.84805,3.2871623,4.486852,3.2871623,4.6222706,5.147482,4.39003,3.4105024,5.591128,0.401,"S-ph"
"963",4.5299644,5.395511,5.095185,5.5412216,3.6779149,5.476597,4.1298757,4.992312,3.9676785,4.936614,0,5.793402,0.732,"G2M"
"965",2.5292835,4.442182,4.0728245,3.224402,1.8321826,2.2402854,1.8321826,4.442182,4.190701,4.1418734,0.7175966,4.324326,0.272,"G1"
"966",5.141243,6.7981014,5.067905,5.23261,4.944177,5.5236974,5.067905,5.503634,4.848566,5.4949107,2.7682621,5.1978455,0.052,"G1"
"967",5.2850313,5.871193,4.5626082,5.806213,4.539049,5.4122567,4.799864,5.2087016,2.741091,5.6963277,3.3241873,4.039258,0.701,"G2M"
"968",5.6789274,6.715414,5.277284,6.5576982,5.3909707,5.326736,4.976432,6.0113864,3.8483815,5.791132,5.5902977,5.1123085,0.680999999999999,"G2M"
"969",4.2020183,3.963556,4.089878,4.637403,2.7843611,4.712919,3.904118,4.123222,4.1867476,3.379418,3.9441333,4.627549,0.532999999999999,"S-ph"
"970",5.60053,6.560558,5.2103963,6.1112375,5.278355,5.469951,5.2002997,5.4776707,3.702818,5.8195257,3.0116403,4.844538,0.75,"G2M"
"971",4.9693117,6.34707,5.2183485,4.6369257,4.7657967,4.681753,4.006476,5.611682,4.3402057,5.7623386,2.7211719,4.276536,0.175,"G1"
"972",5.261679,6.3895617,5.234173,5.9339285,5.1619034,5.4124994,5.2706823,5.191441,3.854554,5.640959,3.9761322,4.2834616,0.693,"G2M"
"974",0,5.6370373,4.4067674,0,0,2.0357325,2.661358,3.318954,3.8151975,2.9889057,2.736013,2.9889057,0.221,"G1"
"975",4.5829124,5.189455,4.9737415,5.8170786,3.7708614,5.1460834,4.3733535,5.2015095,4.746677,5.396807,4.176999,6.1144896,0.539,"S-ph"
"976",5.517262,6.4080553,5.141807,6.0832663,5.066555,5.778699,4.991214,5.8449254,2.8296661,5.7281446,3.378864,5.4773483,0.71,"G2M"
"977",5.56022,6.429609,5.407981,6.519814,5.8583355,5.6754518,5.3389907,6.092181,0,5.9502897,5.5716047,5.2068243,0.685999999999999,"G2M"
"978",5.4258947,6.6816936,5.022628,5.8418617,5.4330835,5.006298,5.1865873,5.636537,3.1050382,5.8466096,3.4954495,4.466596,0.679,"G2M"
"979",5.031026,4.8388352,5.3070726,5.708869,4.4978137,4.5759563,4.1818385,4.990476,4.23608,5.263942,4.6484327,5.716907,0.527,"S-ph"
"980",0,4.59914,4.030074,3.724195,2.9892614,0,0,3.0548937,4.244837,2.0463557,1.8550026,3.2813115,0.223,"G1"
"982",4.174829,4.6259327,4.548765,4.6503863,2.6727498,4.557639,3.8024116,4.757206,5.000144,4.720352,5.2631364,5.209357,0.437999999999999,"S-ph"
"983",5.4522414,6.775002,5.6234145,4.0153146,4.4785314,4.898417,3.8234625,5.5028014,3.681689,5.4098682,3.0134103,3.9476094,0.243,"G1"
"984",4.4415083,6.041479,5.373201,3.8658934,4.7746096,4.2035537,3.1685777,5.362017,4.690202,5.1072173,2.808316,4.656617,0.259,"G1"
"985",3.916442,6.1962914,5.075868,4.806776,4.7289715,4.243929,3.5321043,5.338441,3.018454,4.8613977,3.742625,3.7693834,0.247,"G1"
"986",4.9889874,5.0016403,4.1959615,4.838089,1.888163,3.9588974,3.545105,4.89563,3.2669985,4.6057787,2.6450047,5.284486,0.587,"S-ph"
"987",4.4463587,4.685975,4.4327283,3.723893,1.7263387,3.1331084,3.1331084,4.4048967,4.0927687,2.698681,2.4331825,5.490577,0.431,"S-ph"
"988",5.2097387,6.3748474,5.2434583,5.8227205,5.3281846,5.5862956,5.048855,5.6247683,4.0146627,5.3281846,3.654928,5.126335,0.784,"G2M"
"989",5.5619593,7.0602884,5.476045,5.227844,5.5823326,5.6334376,5.118601,5.6673474,3.061558,5.4982257,4.7319818,4.522743,0.155,"G1"
"990",3.8342957,6.3746495,5.093103,4.5810256,3.9907315,4.7822657,3.5285707,5.1702027,4.3402257,4.9558616,5.555432,4.6415725,0.176,"G1"
"991",5.175202,3.8137786,4.1393065,4.1734486,3.2179608,4.4113054,3.8759332,5.038953,5.0983644,4.3285956,4.2795067,5.3344016,0.465,"S-ph"
"992",5.6215944,5.947797,5.701005,6.261006,5.734371,5.305642,4.409194,6.0025983,3.3194375,5.9867897,3.1166036,3.4879863,0.689,"G2M"
"993",4.9396057,6.35632,5.382865,5.878126,5.4553647,5.5745225,5.1635485,5.5862775,2.4773934,5.7251687,3.4710946,4.782926,0.707,"G2M"
"994",4.6306157,4.578499,4.688173,4.829512,3.712018,3.9043565,3.7330043,4.6474013,4.475268,4.2672143,3.2648907,5.4044156,0.482,"S-ph"
"995",4.424457,4.6840525,4.4659286,5.7430677,4.3663425,4.974863,4.112241,5.1395993,3.9446564,5.0900664,4.7675657,6.157493,0.496,"S-ph"
"996",5.595893,6.837632,5.4301744,4.8918557,5.2824554,5.2102666,4.815495,5.5512795,2.688506,5.8624263,2.5456219,4.543614,0.193999999999999,"G1"
"997",4.329425,5.3313994,5.1461763,5.432402,4.2182016,4.699167,4.14183,5.387752,3.6362953,5.2081676,5.5746284,5.296998,0.833,"G2M"
